SOURCE,TARGET,RATING,TIME
285,62,1,25/04/2011
57,7,8,25/04/2011
321,274,2,25/04/2011
274,321,2,25/04/2011
274,327,1,25/04/2011
327,274,1,25/04/2011
29,328,1,25/04/2011
328,29,1,25/04/2011
322,329,1,25/04/2011
329,322,1,25/04/2011
199,219,1,25/04/2011
313,135,1,25/04/2011
321,202,3,25/04/2011
202,321,3,25/04/2011
239,28,1,25/04/2011
7,296,4,25/04/2011
257,334,3,25/04/2011
257,338,5,25/04/2011
321,345,1,25/04/2011
345,321,1,25/04/2011
345,346,1,25/04/2011
202,289,2,25/04/2011
289,202,2,25/04/2011
29,347,1,25/04/2011
29,186,1,25/04/2011
186,29,1,25/04/2011
296,7,5,26/04/2011
308,39,4,26/04/2011
308,21,3,26/04/2011
308,1,3,26/04/2011
214,202,1,26/04/2011
202,214,1,26/04/2011
101,315,-10,26/04/2011
257,268,6,26/04/2011
249,349,1,26/04/2011
349,249,5,26/04/2011
257,283,3,26/04/2011
340,60,6,26/04/2011
257,336,3,26/04/2011
35,251,1,26/04/2011
251,35,1,26/04/2011
239,219,1,26/04/2011
219,239,1,26/04/2011
266,350,2,26/04/2011
350,266,2,26/04/2011
7,4,4,26/04/2011
60,340,1,26/04/2011
60,21,1,26/04/2011
324,204,1,26/04/2011
346,345,1,27/04/2011
321,215,1,27/04/2011
215,321,1,27/04/2011
62,293,3,27/04/2011
293,62,3,27/04/2011
202,7,5,27/04/2011
202,251,2,27/04/2011
352,4,1,27/04/2011
7,202,4,27/04/2011
353,144,1,27/04/2011
144,353,1,27/04/2011
7,354,1,27/04/2011
354,7,1,27/04/2011
64,353,1,27/04/2011
141,285,1,27/04/2011
350,353,2,27/04/2011
353,350,2,27/04/2011
135,355,1,27/04/2011
355,135,1,27/04/2011
202,356,1,27/04/2011
356,202,1,27/04/2011
310,7,5,27/04/2011
41,357,2,27/04/2011
285,141,1,27/04/2011
324,202,1,27/04/2011
202,324,1,27/04/2011
304,1,1,28/04/2011
353,304,1,28/04/2011
304,353,1,28/04/2011
257,359,5,28/04/2011
257,21,5,28/04/2011
346,257,1,28/04/2011
204,324,1,28/04/2011
60,254,3,28/04/2011
339,60,3,28/04/2011
1,139,2,28/04/2011
139,202,1,28/04/2011
202,139,1,28/04/2011
139,1,2,28/04/2011
219,359,1,28/04/2011
359,257,3,28/04/2011
257,244,5,28/04/2011
359,60,3,28/04/2011
270,135,1,28/04/2011
135,270,1,28/04/2011
37,93,2,28/04/2011
285,360,3,28/04/2011
285,7,2,28/04/2011
7,134,3,28/04/2011
288,307,1,28/04/2011
202,4,7,28/04/2011
324,1,1,28/04/2011
1,324,1,28/04/2011
144,366,1,29/04/2011
249,367,1,29/04/2011
367,249,1,29/04/2011
7,368,1,29/04/2011
368,7,1,29/04/2011
254,60,3,29/04/2011
39,298,3,29/04/2011
298,39,3,29/04/2011
325,62,2,29/04/2011
358,7,3,29/04/2011
358,202,3,29/04/2011
202,358,3,29/04/2011
228,293,1,29/04/2011
249,62,1,29/04/2011
62,249,1,29/04/2011
356,370,1,29/04/2011
370,356,1,29/04/2011
249,371,1,29/04/2011
371,249,1,29/04/2011
356,1,1,29/04/2011
1,356,1,29/04/2011
372,257,5,29/04/2011
41,257,2,29/04/2011
372,41,1,29/04/2011
41,372,1,29/04/2011
293,296,5,29/04/2011
202,363,3,29/04/2011
363,202,4,29/04/2011
257,295,4,29/04/2011
41,265,1,29/04/2011
265,41,1,29/04/2011
7,142,3,29/04/2011
149,17,2,30/04/2011
17,149,2,30/04/2011
17,375,2,30/04/2011
17,7,4,30/04/2011
29,62,2,30/04/2011
62,29,1,30/04/2011
33,325,1,30/04/2011
325,33,1,30/04/2011
339,257,4,30/04/2011
202,377,1,30/04/2011
377,202,1,30/04/2011
33,202,1,30/04/2011
202,33,1,30/04/2011
41,201,1,30/04/2011
374,35,1,30/04/2011
257,284,4,30/04/2011
366,346,1,30/04/2011
346,366,1,30/04/2011
366,144,1,30/04/2011
215,378,1,30/04/2011
378,215,1,30/04/2011
322,379,1,30/04/2011
379,322,1,30/04/2011
372,380,1,30/04/2011
380,372,1,30/04/2011
6,219,4,30/04/2011
219,6,2,30/04/2011
219,375,2,30/04/2011
273,141,2,30/04/2011
285,60,1,30/04/2011
60,285,1,30/04/2011
360,285,3,30/04/2011
309,382,1,01/05/2011
382,309,1,01/05/2011
248,383,1,01/05/2011
383,248,1,01/05/2011
178,384,1,01/05/2011
384,178,1,01/05/2011
372,385,1,01/05/2011
385,372,1,01/05/2011
134,7,3,01/05/2011
386,348,1,01/05/2011
348,386,1,01/05/2011
353,386,1,01/05/2011
386,353,1,01/05/2011
386,387,1,01/05/2011
387,386,1,01/05/2011
383,339,1,01/05/2011
339,383,1,01/05/2011
148,388,1,01/05/2011
380,186,1,01/05/2011
186,380,1,01/05/2011
346,171,1,01/05/2011
143,380,1,01/05/2011
380,143,1,01/05/2011
134,389,1,01/05/2011
389,134,1,01/05/2011
134,390,1,01/05/2011
390,134,1,01/05/2011
390,391,1,01/05/2011
391,390,1,01/05/2011
257,392,5,01/05/2011
4,202,8,01/05/2011
4,125,2,01/05/2011
125,4,2,01/05/2011
330,7,10,01/05/2011
143,351,1,01/05/2011
351,143,1,01/05/2011
393,7,1,01/05/2011
393,342,1,01/05/2011
342,393,1,01/05/2011
7,393,1,01/05/2011
342,395,10,01/05/2011
266,233,2,01/05/2011
77,396,1,01/05/2011
396,77,1,01/05/2011
357,266,2,01/05/2011
249,393,1,01/05/2011
357,347,2,01/05/2011
393,249,1,01/05/2011
257,397,5,01/05/2011
77,20,3,01/05/2011
77,308,1,01/05/2011
7,159,1,01/05/2011
156,353,1,01/05/2011
353,156,1,01/05/2011
346,399,1,01/05/2011
4,19,6,01/05/2011
399,346,1,01/05/2011
347,202,1,01/05/2011
257,400,5,01/05/2011
400,257,5,01/05/2011
57,401,1,01/05/2011
401,57,1,01/05/2011
401,402,1,01/05/2011
171,346,2,01/05/2011
402,401,1,01/05/2011
393,387,2,02/05/2011
387,393,2,02/05/2011
393,347,1,02/05/2011
347,393,1,02/05/2011
80,403,1,02/05/2011
403,80,1,02/05/2011
288,404,1,02/05/2011
404,288,1,02/05/2011
215,288,1,02/05/2011
288,215,1,02/05/2011
401,230,2,02/05/2011
230,401,2,02/05/2011
347,405,1,02/05/2011
405,347,1,02/05/2011
345,7,1,02/05/2011
7,345,2,02/05/2011
235,348,1,02/05/2011
348,235,1,02/05/2011
235,406,1,02/05/2011
406,235,1,02/05/2011
64,407,1,02/05/2011
393,408,1,02/05/2011
408,393,2,02/05/2011
4,2,6,02/05/2011
155,7,5,02/05/2011
7,155,4,02/05/2011
198,230,5,02/05/2011
293,7,2,02/05/2011
353,409,1,02/05/2011
409,353,1,02/05/2011
410,198,2,02/05/2011
410,7,1,02/05/2011
410,320,3,02/05/2011
410,201,10,02/05/2011
312,409,1,02/05/2011
409,312,1,02/05/2011
198,330,3,02/05/2011
330,198,3,02/05/2011
198,411,1,02/05/2011
411,198,1,02/05/2011
257,177,4,02/05/2011
198,412,1,02/05/2011
412,198,1,02/05/2011
198,2,8,02/05/2011
2,198,5,02/05/2011
320,410,1,02/05/2011
298,412,3,02/05/2011
412,298,3,02/05/2011
257,414,4,02/05/2011
257,415,5,02/05/2011
414,60,5,02/05/2011
202,347,2,02/05/2011
1,51,1,02/05/2011
412,392,1,02/05/2011
1,384,1,02/05/2011
384,1,1,02/05/2011
392,412,1,02/05/2011
239,37,1,02/05/2011
37,239,1,02/05/2011
7,418,2,02/05/2011
396,392,1,02/05/2011
418,7,2,02/05/2011
392,396,1,02/05/2011
1,399,1,02/05/2011
399,1,1,02/05/2011
418,104,2,02/05/2011
149,64,2,02/05/2011
104,418,2,02/05/2011
257,340,6,02/05/2011
236,152,1,02/05/2011
320,142,1,02/05/2011
142,320,1,02/05/2011
356,104,2,02/05/2011
104,356,3,02/05/2011
215,404,1,03/05/2011
404,215,1,03/05/2011
259,219,1,03/05/2011
219,259,1,03/05/2011
300,64,1,03/05/2011
64,300,1,03/05/2011
270,421,1,03/05/2011
421,270,1,03/05/2011
405,423,1,03/05/2011
423,405,1,03/05/2011
257,372,6,03/05/2011
333,257,4,03/05/2011
387,401,3,03/05/2011
401,387,3,03/05/2011
330,80,3,03/05/2011
80,330,3,03/05/2011
257,341,4,03/05/2011
104,427,3,03/05/2011
427,104,1,03/05/2011
353,202,3,03/05/2011
202,353,3,03/05/2011
144,7,1,03/05/2011
7,144,1,03/05/2011
350,347,3,03/05/2011
256,428,1,03/05/2011
428,256,1,03/05/2011
143,35,3,03/05/2011
283,428,1,03/05/2011
350,77,1,03/05/2011
77,256,1,03/05/2011
256,77,1,03/05/2011
428,283,1,03/05/2011
77,350,1,03/05/2011
7,429,1,03/05/2011
429,7,1,03/05/2011
77,125,1,03/05/2011
125,77,2,03/05/2011
256,402,1,03/05/2011
402,256,1,03/05/2011
371,35,2,03/05/2011
347,350,3,03/05/2011
257,332,3,03/05/2011
394,430,1,03/05/2011
257,339,4,03/05/2011
366,410,-10,03/05/2011
366,432,1,03/05/2011
432,410,-10,03/05/2011
423,421,1,03/05/2011
421,423,1,03/05/2011
239,15,2,03/05/2011
386,377,1,03/05/2011
383,423,1,03/05/2011
423,383,1,03/05/2011
423,387,1,03/05/2011
387,423,1,03/05/2011
270,7,4,03/05/2011
353,433,1,03/05/2011
433,353,2,03/05/2011
257,297,4,03/05/2011
215,434,1,03/05/2011
45,435,1,03/05/2011
435,45,1,03/05/2011
433,421,1,03/05/2011
421,433,2,03/05/2011
286,80,1,04/05/2011
80,286,1,04/05/2011
404,166,1,04/05/2011
166,404,1,04/05/2011
405,433,1,04/05/2011
433,405,1,04/05/2011
433,404,2,04/05/2011
404,433,2,04/05/2011
7,293,2,04/05/2011
7,410,-1,04/05/2011
257,322,4,04/05/2011
198,288,1,04/05/2011
178,181,2,04/05/2011
433,436,1,04/05/2011
436,433,1,04/05/2011
288,198,1,04/05/2011
181,178,2,04/05/2011
202,301,4,04/05/2011
430,394,1,04/05/2011
301,202,4,04/05/2011
393,203,1,04/05/2011
203,393,1,04/05/2011
301,437,1,04/05/2011
437,301,1,04/05/2011
1,438,1,04/05/2011
438,1,1,04/05/2011
434,215,1,04/05/2011
7,270,5,04/05/2011
15,297,2,04/05/2011
203,439,1,04/05/2011
439,203,1,04/05/2011
404,51,1,04/05/2011
404,308,1,04/05/2011
308,404,1,04/05/2011
439,184,1,04/05/2011
257,105,6,04/05/2011
441,60,1,04/05/2011
1,442,1,04/05/2011
320,443,2,04/05/2011
442,1,1,04/05/2011
440,444,1,04/05/2011
443,320,2,04/05/2011
444,440,1,04/05/2011
180,445,1,04/05/2011
445,180,3,04/05/2011
257,310,4,04/05/2011
443,410,-10,04/05/2011
399,408,1,04/05/2011
408,399,1,04/05/2011
325,353,1,04/05/2011
353,325,1,04/05/2011
298,446,1,04/05/2011
446,298,1,04/05/2011
1,144,5,04/05/2011
144,1,5,04/05/2011
214,443,2,04/05/2011
257,309,3,05/05/2011
443,214,2,05/05/2011
378,203,1,05/05/2011
352,296,2,05/05/2011
219,1,10,05/05/2011
219,446,2,05/05/2011
7,365,1,05/05/2011
365,7,1,05/05/2011
446,219,2,05/05/2011
310,25,1,05/05/2011
363,25,2,05/05/2011
1,219,3,05/05/2011
436,448,1,05/05/2011
448,436,1,05/05/2011
202,310,1,05/05/2011
7,449,1,05/05/2011
449,7,1,05/05/2011
310,202,1,05/05/2011
1,47,3,05/05/2011
257,431,4,05/05/2011
397,278,8,05/05/2011
397,62,3,05/05/2011
397,3,3,05/05/2011
397,257,5,05/05/2011
320,1,3,05/05/2011
1,320,3,05/05/2011
304,322,1,05/05/2011
322,304,1,05/05/2011
297,15,2,05/05/2011
322,35,1,05/05/2011
363,450,1,05/05/2011
450,363,1,05/05/2011
254,296,2,05/05/2011
203,378,2,05/05/2011
206,198,1,05/05/2011
198,285,2,05/05/2011
285,198,1,05/05/2011
51,451,10,05/05/2011
451,51,10,05/05/2011
451,452,1,05/05/2011
452,451,1,05/05/2011
51,453,1,05/05/2011
51,1,1,05/05/2011
384,51,5,05/05/2011
453,51,1,05/05/2011
453,454,1,05/05/2011
257,41,4,05/05/2011
198,455,1,05/05/2011
443,456,2,05/05/2011
35,322,1,05/05/2011
35,143,3,05/05/2011
35,374,1,05/05/2011
35,353,1,05/05/2011
198,457,1,05/05/2011
457,198,1,05/05/2011
198,421,1,05/05/2011
421,198,1,05/05/2011
198,416,1,05/05/2011
353,198,1,05/05/2011
198,353,1,05/05/2011
416,198,1,05/05/2011
346,458,1,06/05/2011
458,346,1,06/05/2011
443,459,1,06/05/2011
456,443,2,06/05/2011
459,443,1,06/05/2011
459,378,1,06/05/2011
375,460,1,06/05/2011
460,375,3,06/05/2011
460,7,1,06/05/2011
460,235,1,06/05/2011
460,439,1,06/05/2011
438,464,1,06/05/2011
464,438,1,06/05/2011
408,465,1,06/05/2011
405,256,1,06/05/2011
256,405,1,06/05/2011
4,466,1,06/05/2011
465,408,1,06/05/2011
427,441,2,06/05/2011
441,427,2,06/05/2011
408,144,2,06/05/2011
144,408,2,06/05/2011
466,4,1,06/05/2011
441,345,2,06/05/2011
345,441,2,06/05/2011
467,21,1,06/05/2011
21,467,1,06/05/2011
467,468,1,06/05/2011
467,463,1,06/05/2011
1,464,1,06/05/2011
7,460,2,06/05/2011
408,469,1,06/05/2011
464,1,1,06/05/2011
35,464,1,06/05/2011
468,134,1,06/05/2011
134,468,1,06/05/2011
469,408,1,06/05/2011
463,467,-3,06/05/2011
463,468,1,06/05/2011
468,463,1,06/05/2011
432,274,5,06/05/2011
463,462,2,06/05/2011
462,463,2,06/05/2011
408,470,1,06/05/2011
470,408,1,06/05/2011
464,35,1,06/05/2011
45,62,5,06/05/2011
257,312,4,06/05/2011
423,468,1,06/05/2011
468,423,1,06/05/2011
468,467,-3,06/05/2011
51,404,1,06/05/2011
51,384,5,06/05/2011
412,471,1,06/05/2011
471,412,1,06/05/2011
350,472,1,06/05/2011
202,441,1,06/05/2011
441,202,1,06/05/2011
1,431,1,06/05/2011
431,1,1,06/05/2011
472,350,1,06/05/2011
7,473,1,06/05/2011
427,467,-10,06/05/2011
473,7,2,06/05/2011
257,369,4,06/05/2011
463,425,1,06/05/2011
425,463,1,06/05/2011
235,455,2,06/05/2011
455,235,2,06/05/2011
257,417,4,06/05/2011
459,475,1,06/05/2011
401,476,1,06/05/2011
248,197,1,06/05/2011
401,383,2,06/05/2011
383,401,1,06/05/2011
468,386,1,06/05/2011
386,468,1,06/05/2011
249,7,5,06/05/2011
257,264,5,07/05/2011
405,477,1,07/05/2011
256,469,2,07/05/2011
469,256,2,07/05/2011
406,257,1,07/05/2011
425,478,1,07/05/2011
393,405,1,07/05/2011
405,393,1,07/05/2011
478,425,1,07/05/2011
424,7,2,07/05/2011
7,424,2,07/05/2011
393,479,1,07/05/2011
479,393,1,07/05/2011
409,148,1,07/05/2011
148,409,1,07/05/2011
257,376,6,07/05/2011
257,373,4,07/05/2011
477,405,1,07/05/2011
479,477,1,07/05/2011
477,479,1,07/05/2011
257,269,5,07/05/2011
257,420,6,07/05/2011
144,401,3,07/05/2011
435,480,1,07/05/2011
480,435,1,07/05/2011
322,479,2,07/05/2011
479,322,2,07/05/2011
401,144,3,07/05/2011
398,346,5,07/05/2011
224,462,2,07/05/2011
346,398,5,07/05/2011
7,310,-1,07/05/2011
7,481,1,07/05/2011
481,7,2,07/05/2011
394,393,3,07/05/2011
393,394,3,07/05/2011
257,250,5,07/05/2011
257,214,5,07/05/2011
423,4,1,07/05/2011
405,198,1,07/05/2011
322,310,-10,07/05/2011
454,453,1,07/05/2011
454,101,1,07/05/2011
408,454,2,08/05/2011
454,408,1,08/05/2011
383,482,1,08/05/2011
482,383,1,08/05/2011
64,186,1,08/05/2011
186,64,1,08/05/2011
378,7,1,08/05/2011
7,378,1,08/05/2011
462,483,2,08/05/2011
421,472,1,08/05/2011
399,484,1,08/05/2011
484,399,1,08/05/2011
408,387,1,08/05/2011
387,408,1,08/05/2011
6,198,2,08/05/2011
387,472,1,08/05/2011
484,228,1,08/05/2011
228,484,1,08/05/2011
383,348,1,08/05/2011
348,383,1,08/05/2011
304,485,1,08/05/2011
485,304,1,08/05/2011
1,486,1,08/05/2011
486,1,10,08/05/2011
383,487,1,08/05/2011
202,60,5,08/05/2011
468,488,1,08/05/2011
488,468,1,08/05/2011
468,489,1,08/05/2011
489,468,1,08/05/2011
21,490,8,08/05/2011
412,77,1,08/05/2011
77,412,1,08/05/2011
64,256,1,08/05/2011
256,64,1,08/05/2011
489,132,1,08/05/2011
132,489,1,08/05/2011
1,416,1,08/05/2011
64,104,10,08/05/2011
416,1,1,08/05/2011
350,489,2,08/05/2011
489,350,2,08/05/2011
350,492,2,08/05/2011
492,350,2,08/05/2011
132,202,2,08/05/2011
202,132,2,08/05/2011
198,472,2,08/05/2011
144,57,1,08/05/2011
57,144,1,08/05/2011
472,198,1,08/05/2011
472,399,1,08/05/2011
472,412,2,08/05/2011
387,493,1,08/05/2011
440,7,2,08/05/2011
493,387,1,08/05/2011
7,440,2,08/05/2011
132,7,10,09/05/2011
494,386,1,09/05/2011
386,494,1,09/05/2011
7,489,1,09/05/2011
489,7,1,09/05/2011
7,447,3,09/05/2011
171,493,1,09/05/2011
493,171,1,09/05/2011
447,7,4,09/05/2011
455,4,2,09/05/2011
198,443,2,09/05/2011
443,198,2,09/05/2011
64,492,1,09/05/2011
484,280,2,09/05/2011
280,484,1,09/05/2011
280,495,1,09/05/2011
495,280,1,09/05/2011
280,443,2,09/05/2011
443,280,2,09/05/2011
476,425,1,09/05/2011
425,476,1,09/05/2011
427,163,1,09/05/2011
476,401,1,09/05/2011
163,164,1,09/05/2011
163,427,1,09/05/2011
425,181,1,09/05/2011
462,496,1,09/05/2011
7,383,1,09/05/2011
383,7,1,09/05/2011
383,497,1,09/05/2011
497,383,1,09/05/2011
202,447,5,09/05/2011
111,499,10,09/05/2011
499,111,10,09/05/2011
111,104,4,09/05/2011
36,500,1,09/05/2011
198,499,1,09/05/2011
499,198,2,09/05/2011
447,202,5,09/05/2011
104,499,4,09/05/2011
104,111,4,09/05/2011
104,296,5,09/05/2011
104,64,5,09/05/2011
144,484,1,09/05/2011
484,144,1,09/05/2011
104,462,2,09/05/2011
500,36,1,09/05/2011
500,274,1,09/05/2011
494,476,1,09/05/2011
476,494,1,09/05/2011
35,458,1,09/05/2011
458,35,1,09/05/2011
443,501,2,09/05/2011
501,443,2,09/05/2011
490,21,8,10/05/2011
490,104,1,10/05/2011
476,472,1,10/05/2011
494,472,-10,10/05/2011
427,463,-10,10/05/2011
399,472,-6,10/05/2011
425,472,-10,10/05/2011
280,502,1,10/05/2011
502,280,1,10/05/2011
64,288,1,10/05/2011
64,491,2,10/05/2011
491,64,2,10/05/2011
288,64,1,10/05/2011
163,318,1,10/05/2011
318,163,1,10/05/2011
64,503,1,10/05/2011
427,503,1,10/05/2011
503,64,1,10/05/2011
503,427,1,10/05/2011
29,270,1,10/05/2011
270,29,1,10/05/2011
359,504,1,10/05/2011
1,505,1,10/05/2011
505,1,1,10/05/2011
156,25,1,10/05/2011
491,411,1,10/05/2011
411,491,1,10/05/2011
7,472,-1,10/05/2011
21,506,1,10/05/2011
455,15,2,10/05/2011
15,455,1,10/05/2011
506,21,1,10/05/2011
455,198,1,10/05/2011
4,455,2,10/05/2011
7,498,2,10/05/2011
498,7,2,10/05/2011
171,384,2,10/05/2011
384,171,2,10/05/2011
416,384,1,10/05/2011
384,416,2,10/05/2011
384,396,2,10/05/2011
396,384,2,10/05/2011
261,507,1,10/05/2011
507,261,1,10/05/2011
478,490,4,10/05/2011
331,508,1,10/05/2011
508,331,1,10/05/2011
35,472,-1,10/05/2011
481,472,-3,10/05/2011
387,270,1,10/05/2011
444,472,-1,10/05/2011
270,387,1,10/05/2011
1,421,2,10/05/2011
421,1,2,10/05/2011
141,497,1,10/05/2011
455,2,1,10/05/2011
2,455,1,10/05/2011
1,80,2,10/05/2011
401,2,5,10/05/2011
2,401,2,10/05/2011
497,141,1,10/05/2011
64,441,1,10/05/2011
441,64,1,10/05/2011
141,37,2,10/05/2011
37,141,2,10/05/2011
215,441,1,10/05/2011
493,488,1,10/05/2011
441,215,1,10/05/2011
488,493,1,10/05/2011
490,478,3,10/05/2011
178,399,2,10/05/2011
399,178,2,10/05/2011
159,7,4,10/05/2011
1,29,4,10/05/2011
509,423,1,10/05/2011
509,510,1,11/05/2011
1,511,1,11/05/2011
511,1,1,11/05/2011
510,512,1,11/05/2011
512,510,1,11/05/2011
509,512,1,11/05/2011
512,509,1,11/05/2011
512,513,1,11/05/2011
513,512,1,11/05/2011
7,386,2,11/05/2011
509,513,1,11/05/2011
386,7,2,11/05/2011
513,509,1,11/05/2011
510,509,1,11/05/2011
491,514,1,11/05/2011
514,491,1,11/05/2011
171,310,-10,11/05/2011
484,310,-10,11/05/2011
353,310,-10,11/05/2011
178,57,1,11/05/2011
441,462,3,11/05/2011
462,441,3,11/05/2011
178,515,1,11/05/2011
515,178,1,11/05/2011
29,476,1,11/05/2011
476,29,1,11/05/2011
1,494,1,11/05/2011
494,1,1,11/05/2011
394,516,1,11/05/2011
516,394,1,11/05/2011
476,517,1,11/05/2011
517,476,1,11/05/2011
394,494,5,11/05/2011
494,394,5,11/05/2011
257,224,5,11/05/2011
257,320,3,11/05/2011
257,328,4,11/05/2011
257,217,5,11/05/2011
257,422,5,11/05/2011
257,218,5,11/05/2011
257,342,4,11/05/2011
257,408,4,11/05/2011
64,518,1,11/05/2011
518,64,1,11/05/2011
257,351,4,11/05/2011
257,337,5,11/05/2011
257,348,3,11/05/2011
257,519,4,11/05/2011
519,60,4,11/05/2011
484,520,1,11/05/2011
520,484,10,11/05/2011
257,381,4,11/05/2011
266,475,3,11/05/2011
228,521,1,11/05/2011
521,228,1,11/05/2011
257,362,4,11/05/2011
144,202,8,11/05/2011
202,144,8,11/05/2011
383,203,1,11/05/2011
203,383,1,11/05/2011
521,522,1,11/05/2011
203,399,1,11/05/2011
522,521,1,11/05/2011
29,523,1,11/05/2011
408,405,2,12/05/2011
405,408,3,12/05/2011
359,219,2,12/05/2011
408,171,1,12/05/2011
171,408,1,12/05/2011
186,476,1,12/05/2011
491,452,1,12/05/2011
452,491,1,12/05/2011
359,524,1,12/05/2011
524,359,1,12/05/2011
283,518,1,12/05/2011
518,283,1,12/05/2011
7,494,4,12/05/2011
494,7,4,12/05/2011
150,198,1,12/05/2011
257,377,4,12/05/2011
198,150,1,12/05/2011
383,517,1,12/05/2011
7,222,3,12/05/2011
517,383,1,12/05/2011
257,346,4,12/05/2011
491,167,1,12/05/2011
167,491,1,12/05/2011
257,364,4,12/05/2011
257,331,5,12/05/2011
257,413,5,12/05/2011
372,525,1,12/05/2011
525,372,1,12/05/2011
521,256,1,12/05/2011
256,521,1,12/05/2011
257,361,4,12/05/2011
150,520,1,12/05/2011
270,396,1,12/05/2011
396,270,1,12/05/2011
396,526,1,12/05/2011
526,396,1,12/05/2011
23,527,2,12/05/2011
527,23,2,12/05/2011
514,219,1,12/05/2011
526,144,1,12/05/2011
484,472,-10,12/05/2011
412,472,-10,12/05/2011
300,529,10,12/05/2011
529,300,10,12/05/2011
476,186,1,12/05/2011
476,530,1,12/05/2011
530,476,1,12/05/2011
215,202,6,12/05/2011
202,215,6,12/05/2011
298,531,1,13/05/2011
256,515,1,13/05/2011
515,256,1,13/05/2011
488,532,1,13/05/2011
532,488,1,13/05/2011
530,166,1,13/05/2011
166,530,1,13/05/2011
166,256,1,13/05/2011
166,532,1,13/05/2011
256,166,2,13/05/2011
532,166,2,13/05/2011
514,533,1,13/05/2011
533,514,1,13/05/2011
491,512,-10,13/05/2011
495,532,1,13/05/2011
532,495,1,13/05/2011
491,534,1,13/05/2011
384,534,1,13/05/2011
534,384,1,13/05/2011
1,534,5,13/05/2011
530,484,1,13/05/2011
530,518,1,13/05/2011
518,530,1,13/05/2011
484,530,1,13/05/2011
219,514,2,13/05/2011
405,171,1,13/05/2011
171,405,1,13/05/2011
491,171,1,13/05/2011
171,491,1,13/05/2011
447,535,2,13/05/2011
4,352,2,13/05/2011
427,517,1,13/05/2011
517,427,1,13/05/2011
534,536,1,13/05/2011
144,526,1,13/05/2011
536,534,5,13/05/2011
534,523,1,13/05/2011
389,523,1,13/05/2011
523,389,1,13/05/2011
427,25,-1,13/05/2011
1,537,1,13/05/2011
536,523,1,13/05/2011
523,536,1,13/05/2011
526,484,1,13/05/2011
484,526,2,13/05/2011
64,487,1,13/05/2011
7,538,1,13/05/2011
531,298,1,13/05/2011
383,64,2,13/05/2011
64,477,1,13/05/2011
64,383,1,13/05/2011
501,534,1,13/05/2011
534,501,1,13/05/2011
491,427,1,13/05/2011
427,491,1,13/05/2011
538,64,1,13/05/2011
538,7,1,13/05/2011
514,538,1,13/05/2011
538,514,1,13/05/2011
257,254,5,13/05/2011
257,278,5,13/05/2011
257,234,5,13/05/2011
257,228,5,13/05/2011
257,229,5,13/05/2011
257,276,4,13/05/2011
520,150,1,13/05/2011
399,539,1,13/05/2011
257,425,6,13/05/2011
257,365,4,13/05/2011
257,360,4,13/05/2011
77,60,4,13/05/2011
21,77,5,13/05/2011
77,21,5,13/05/2011
521,29,2,13/05/2011
535,212,1,13/05/2011
375,540,1,13/05/2011
475,266,3,13/05/2011
475,459,1,13/05/2011
64,541,1,13/05/2011
541,64,1,13/05/2011
270,416,2,13/05/2011
416,270,2,13/05/2011
488,508,1,13/05/2011
508,488,1,13/05/2011
532,152,1,13/05/2011
257,256,5,13/05/2011
273,465,1,13/05/2011
465,273,1,13/05/2011
164,478,1,13/05/2011
384,476,1,13/05/2011
476,384,1,13/05/2011
441,539,1,13/05/2011
539,399,1,13/05/2011
539,441,1,13/05/2011
419,520,1,13/05/2011
520,419,2,13/05/2011
520,539,1,13/05/2011
480,542,3,13/05/2011
257,335,5,13/05/2011
491,543,1,13/05/2011
543,491,1,13/05/2011
198,544,1,13/05/2011
544,198,1,13/05/2011
523,545,1,13/05/2011
203,7,3,13/05/2011
7,203,3,13/05/2011
520,546,1,13/05/2011
542,480,3,14/05/2011
542,547,2,14/05/2011
547,542,3,14/05/2011
7,120,5,14/05/2011
530,387,1,14/05/2011
405,548,1,14/05/2011
548,405,1,14/05/2011
446,309,2,14/05/2011
446,522,2,14/05/2011
309,446,2,14/05/2011
520,549,1,14/05/2011
549,520,1,14/05/2011
387,530,1,14/05/2011
548,7,2,14/05/2011
257,426,4,14/05/2011
535,447,6,14/05/2011
202,550,1,14/05/2011
550,202,1,14/05/2011
550,462,1,14/05/2011
550,134,1,14/05/2011
480,7,2,14/05/2011
7,480,1,14/05/2011
7,547,2,14/05/2011
547,7,2,14/05/2011
547,394,2,14/05/2011
257,406,3,14/05/2011
394,547,1,14/05/2011
37,77,1,14/05/2011
77,37,1,14/05/2011
496,62,1,14/05/2011
464,552,1,14/05/2011
552,464,2,14/05/2011
7,322,4,14/05/2011
322,7,4,14/05/2011
254,553,2,14/05/2011
396,520,1,14/05/2011
520,396,1,14/05/2011
215,198,2,14/05/2011
198,215,1,14/05/2011
378,198,1,14/05/2011
257,273,6,14/05/2011
198,378,1,14/05/2011
502,526,3,14/05/2011
526,502,3,14/05/2011
198,224,1,14/05/2011
224,198,1,14/05/2011
171,198,2,14/05/2011
198,171,2,14/05/2011
554,502,2,14/05/2011
350,64,2,14/05/2011
64,350,1,14/05/2011
554,547,2,14/05/2011
547,554,2,14/05/2011
350,520,1,14/05/2011
520,350,1,14/05/2011
520,555,1,14/05/2011
555,520,1,14/05/2011
257,441,4,14/05/2011
520,556,1,14/05/2011
556,520,1,14/05/2011
386,198,1,14/05/2011
